,colsample_bytree,eta,eval_metric,gamma,max_depth,objective,subsample,tree_method,scores_mae,scores_rmse
0,0.7063215299237193,0.15444666078707428,mae,0.2902201870074773,8,reg:linear,0.9587177020501374,gpu_hist,2.816994890296386,3.797212165535586
1,0.5507064916110508,0.06311209963582044,mae,0.6386753088436808,8,reg:linear,0.914155788551844,gpu_hist,2.4172078892084268,3.44889150187605
2,0.8221257109825031,0.09789937078922971,mae,0.14139534536259213,7,reg:linear,0.7502252758312178,gpu_hist,2.4958475817130163,3.5045237830365545
3,0.5865351514232553,0.04043791984482743,mae,0.24399054921375896,8,reg:linear,0.8804163068523922,gpu_hist,2.759878741025925,3.931769164677419
4,0.8988337417897103,0.14752110578530295,mae,0.3012201974593147,8,reg:linear,0.8921335236194514,gpu_hist,2.5773027962721313,3.7360426854608635
5,0.9420786815766118,0.11170766575057309,mae,0.19415576889823116,5,reg:linear,0.9288539613261505,gpu_hist,2.5662539983783033,3.720476238362346
6,0.9583336548340888,0.0513002545193486,mae,0.5774917479799208,6,reg:linear,0.8358168287351695,gpu_hist,2.7167102301854356,3.764588338229639
7,0.8353189348090797,0.07101094271141385,mae,0.1289262976548533,6,reg:linear,0.8091132312827868,gpu_hist,2.741844732743043,3.9376298200069533
8,0.8363083529393841,0.12608850980568648,mae,0.9615739052538369,8,reg:linear,0.871250177893489,gpu_hist,2.5026542483293093,3.5455508688055595
9,0.5507064916110508,0.06311209963582044,mae,0.6386753088436808,8,reg:linear,0.914155788551844,gpu_hist,2.4363130097205823,3.435486402225809
10,0.596136574423725,0.07090935617481432,mae,0.24459837442297117,5,reg:linear,0.8101388966250533,gpu_hist,2.540834503927114,3.5634002640332887
11,0.6400346820948016,0.08331071033802616,mae,0.4377192284389271,8,reg:linear,0.7336779980459828,gpu_hist,2.5320735635940843,3.5990416944642547
12,0.6053652797688394,0.05682618501330786,mae,0.4141220218969204,9,reg:linear,0.7994717576342886,gpu_hist,2.6947156933637766,3.785411506965934
13,0.7527067752196984,0.04434116879353167,mae,0.2786521209480455,8,reg:linear,0.7484509247072934,gpu_hist,2.564788644002034,3.5755284153330553
14,0.5232655786279736,0.039666945707703606,mae,0.007143372862186914,6,reg:linear,0.8823042688440319,gpu_hist,2.4795102008085985,3.5514145382654405
15,0.8353189348090797,0.07101094271141385,mae,0.1289262976548533,6,reg:linear,0.8091132312827868,gpu_hist,2.7272006372915456,3.7227850961386455
16,0.8252653687195268,0.07749238522378338,mae,0.3247125426353349,8,reg:linear,0.8518487228464295,gpu_hist,2.6567572375957784,3.7925976683555485
17,0.5143750856805138,0.10274658563064265,mae,0.18122241679509266,6,reg:linear,0.9886684242627791,gpu_hist,2.609814664712319,3.630830599375077
18,0.8221257109825031,0.09789937078922971,mae,0.14139534536259213,7,reg:linear,0.7502252758312178,gpu_hist,2.2978879099442406,3.173198116875138
19,0.6400346820948016,0.08331071033802616,mae,0.4377192284389271,8,reg:linear,0.7336779980459828,gpu_hist,2.6482535192599665,3.8301985633261335
20,0.6053652797688394,0.05682618501330786,mae,0.4141220218969204,9,reg:linear,0.7994717576342886,gpu_hist,2.6146596824830297,3.790988272674309
21,0.9420786815766118,0.11170766575057309,mae,0.19415576889823116,5,reg:linear,0.9288539613261505,gpu_hist,2.419117173194885,3.41646259259061
22,0.6116618719228568,0.06349421072805687,mae,0.370601313904941,9,reg:linear,0.7216511959391813,gpu_hist,2.6625357130490817,3.8318449678173234
23,0.8353189348090797,0.07101094271141385,mae,0.1289262976548533,6,reg:linear,0.8091132312827868,gpu_hist,2.4266796827499686,3.415682304211765
24,0.6015877121601333,0.03383497136629508,mae,0.053701191665621595,7,reg:linear,0.7634807174249806,gpu_hist,2.4612724967516386,3.4627505879199014
25,0.7634884341779085,0.13059887143801455,mae,0.22836278387795184,5,reg:linear,0.818787585799431,gpu_hist,2.6075663783798917,3.665515157307961
26,0.6385530390491512,0.03841486617391577,mae,0.9304149025112907,7,reg:linear,0.9162065376751806,gpu_hist,2.583394692237561,3.6020499286782286
27,0.5865351514232553,0.04043791984482743,mae,0.24399054921375896,8,reg:linear,0.8804163068523922,gpu_hist,2.5283629913843595,3.529885578548119
28,0.6053652797688394,0.05682618501330786,mae,0.4141220218969204,9,reg:linear,0.7994717576342886,gpu_hist,2.2967466366841247,3.3938391013067415
29,0.8768088130601074,0.1648283518210384,mae,0.9613205628978144,5,reg:linear,0.9075570053023789,gpu_hist,2.749335405881588,3.7653386185606
30,0.6116618719228568,0.06349421072805687,mae,0.370601313904941,9,reg:linear,0.7216511959391813,gpu_hist,2.5936055440844203,3.5910415896312515
31,0.679753950286893,0.13673926660180902,mae,0.6976311959272649,5,reg:linear,0.9000300146337002,gpu_hist,2.531471231515591,3.7861830568695467
32,0.8252653687195268,0.07749238522378338,mae,0.3247125426353349,8,reg:linear,0.8518487228464295,gpu_hist,2.792878652147146,3.922845150908247
33,0.5143750856805138,0.10274658563064265,mae,0.18122241679509266,6,reg:linear,0.9886684242627791,gpu_hist,2.5513655124994425,3.682623833475797
34,0.8221257109825031,0.09789937078922971,mae,0.14139534536259213,7,reg:linear,0.7502252758312178,gpu_hist,2.487252051096696,3.49056891169767
