,colsample_bytree,eta,eval_metric,gamma,max_depth,objective,subsample,tree_method,scores_mae,scores_rmse
0,0.8252653687195268,0.07749238522378338,mae,0.3247125426353349,8,reg:linear,0.8518487228464295,gpu_hist,2.699735840972216,3.7535029807959885
1,0.5143750856805138,0.10274658563064265,mae,0.18122241679509266,6,reg:linear,0.9886684242627791,gpu_hist,2.3213504528815934,3.47295028065254
2,0.8221257109825031,0.09789937078922971,mae,0.14139534536259213,7,reg:linear,0.7502252758312178,gpu_hist,2.4368954965297993,3.439463037481664
3,0.5865351514232553,0.04043791984482743,mae,0.24399054921375896,8,reg:linear,0.8804163068523922,gpu_hist,2.749997023875897,3.8288347468274724
4,0.6053652797688394,0.05682618501330786,mae,0.4141220218969204,9,reg:linear,0.7994717576342886,gpu_hist,2.5171610886133635,3.609855020157277
5,0.9420786815766118,0.11170766575057309,mae,0.19415576889823116,5,reg:linear,0.9288539613261505,gpu_hist,2.578811551489713,3.5698376483422813
6,0.5232655786279736,0.039666945707703606,mae,0.007143372862186914,6,reg:linear,0.8823042688440319,gpu_hist,2.4683359203155226,3.498502121288193
7,0.8353189348090797,0.07101094271141385,mae,0.1289262976548533,6,reg:linear,0.8091132312827868,gpu_hist,2.6886847432576695,3.919792442138298
8,0.8252653687195268,0.07749238522378338,mae,0.3247125426353349,8,reg:linear,0.8518487228464295,gpu_hist,2.411808418879142,3.3460918954737675
9,0.7634884341779085,0.13059887143801455,mae,0.22836278387795184,5,reg:linear,0.818787585799431,gpu_hist,2.4297724893826707,3.411427209770731
10,0.596136574423725,0.07090935617481432,mae,0.24459837442297117,5,reg:linear,0.8101388966250533,gpu_hist,2.407746977912136,3.4289961758551777
11,0.925312891746394,0.14006425864793742,mae,0.31647203707332006,6,reg:linear,0.8352167285147857,gpu_hist,2.6452190146629624,3.7725479844049716
12,0.5484114962752848,0.04254716894328666,mae,0.9754575103417759,6,reg:linear,0.9565729201508675,gpu_hist,2.5939140452788427,3.684541383126234
13,0.7527067752196984,0.04434116879353167,mae,0.2786521209480455,8,reg:linear,0.7484509247072934,gpu_hist,2.550340490561265,3.448836525034934
14,0.6116618719228568,0.06349421072805687,mae,0.370601313904941,9,reg:linear,0.7216511959391813,gpu_hist,2.335383385581237,3.4275714324682682
15,0.8353189348090797,0.07101094271141385,mae,0.1289262976548533,6,reg:linear,0.8091132312827868,gpu_hist,2.631415231224218,3.65473418810902
16,0.8252653687195268,0.07749238522378338,mae,0.3247125426353349,8,reg:linear,0.8518487228464295,gpu_hist,2.6971938658090737,3.861246292295186
17,0.8169790137404453,0.14823929292640428,mae,0.7257973010254328,8,reg:linear,0.7676129524709837,gpu_hist,2.695176305257357,3.743559049089123
18,0.6679819420099014,0.05083671922989222,mae,0.891442474262873,5,reg:linear,0.9542536675532507,gpu_hist,2.217845504283905,3.1071622165807518
19,0.5865351514232553,0.04043791984482743,mae,0.24399054921375896,8,reg:linear,0.8804163068523922,gpu_hist,2.524585031766158,3.584217426822489
20,0.5484114962752848,0.04254716894328666,mae,0.9754575103417759,6,reg:linear,0.9565729201508675,gpu_hist,2.48718977078704,3.5691332760061374
21,0.6633368674823119,0.12148766823959037,mae,0.47305681151662804,8,reg:linear,0.8166988303459431,gpu_hist,2.428384699142896,3.3812724752086
22,0.9583336548340888,0.0513002545193486,mae,0.5774917479799208,6,reg:linear,0.8358168287351695,gpu_hist,2.5965209072002997,3.735959356962649
23,0.8353189348090797,0.07101094271141385,mae,0.1289262976548533,6,reg:linear,0.8091132312827868,gpu_hist,2.4623404487279745,3.451898308205479
24,0.707835436996217,0.030558225907330726,mae,0.35490299081715815,7,reg:linear,0.8102136163499691,gpu_hist,2.4307201990677765,3.4699788929956545
25,0.7842508219831559,0.0704764914908046,mae,0.3939119475404125,9,reg:linear,0.9265946458317066,gpu_hist,2.5654528137365,3.686318185239976
26,0.6679819420099014,0.05083671922989222,mae,0.891442474262873,5,reg:linear,0.9542536675532507,gpu_hist,2.617619563011023,3.530410728465473
27,0.925312891746394,0.14006425864793742,mae,0.31647203707332006,6,reg:linear,0.8352167285147857,gpu_hist,2.4685094981890456,3.3847616583212723
28,0.6053652797688394,0.05682618501330786,mae,0.4141220218969204,9,reg:linear,0.7994717576342886,gpu_hist,2.3111604519990774,3.3228176683931516
29,0.9420786815766118,0.11170766575057309,mae,0.19415576889823116,5,reg:linear,0.9288539613261505,gpu_hist,2.5702494266950167,3.636210989092043
30,0.7348850897920065,0.12543708657849875,mae,0.9152386167256858,6,reg:linear,0.8350022738205959,gpu_hist,2.571082609855324,3.5814419668879958
31,0.8353189348090797,0.07101094271141385,mae,0.1289262976548533,6,reg:linear,0.8091132312827868,gpu_hist,2.5327790696070744,3.734333308733824
32,0.7408608583860602,0.045953668688067925,mae,0.2521768438933537,8,reg:linear,0.7,gpu_hist,2.8275928065923543,3.8617307746966163
33,0.5143750856805138,0.10274658563064265,mae,0.18122241679509266,6,reg:linear,0.9886684242627791,gpu_hist,2.427457092596934,3.428196563623911
34,0.596136574423725,0.07090935617481432,mae,0.24459837442297117,5,reg:linear,0.8101388966250533,gpu_hist,2.4020709017240085,3.407355193162249
