,colsample_bytree,eta,eval_metric,gamma,max_depth,objective,subsample,tree_method,scores_mae,scores_rmse
0,0.6015877121601333,0.03383497136629508,mae,0.053701191665621595,7,reg:linear,0.7634807174249806,gpu_hist,2.5324035421470925,3.5736826367151817
1,0.5143750856805138,0.10274658563064265,mae,0.18122241679509266,6,reg:linear,0.9886684242627791,gpu_hist,2.3323836923929364,3.3920856004850717
2,0.8221257109825031,0.09789937078922971,mae,0.14139534536259213,7,reg:linear,0.7502252758312178,gpu_hist,2.420455435162324,3.407377051115788
3,0.5865351514232553,0.04043791984482743,mae,0.24399054921375896,8,reg:linear,0.8804163068523922,gpu_hist,2.7411983516949876,3.8218484824599566
4,0.6053652797688394,0.05682618501330786,mae,0.4141220218969204,9,reg:linear,0.7994717576342886,gpu_hist,2.537864567169776,3.7035943764755386
5,0.7527067752196984,0.04434116879353167,mae,0.2786521209480455,8,reg:linear,0.7484509247072934,gpu_hist,2.530609547594574,3.4911785351079705
6,0.7348850897920065,0.12543708657849875,mae,0.9152386167256858,6,reg:linear,0.8350022738205959,gpu_hist,2.592566231415822,3.671713712132683
7,0.8353189348090797,0.07101094271141385,mae,0.1289262976548533,6,reg:linear,0.8091132312827868,gpu_hist,2.7137055794459126,3.957716835170141
8,0.6015877121601333,0.03383497136629508,mae,0.053701191665621595,7,reg:linear,0.7634807174249806,gpu_hist,2.317055615810248,3.2556100724667427
9,0.5143750856805138,0.10274658563064265,mae,0.18122241679509266,6,reg:linear,0.9886684242627791,gpu_hist,2.3114259170935703,3.258417852857009
10,0.8221257109825031,0.09789937078922971,mae,0.14139534536259213,7,reg:linear,0.7502252758312178,gpu_hist,2.5080115530571323,3.529993248286492
11,0.925312891746394,0.14006425864793742,mae,0.31647203707332006,6,reg:linear,0.8352167285147857,gpu_hist,2.5373010703783767,3.671039168885916
12,0.6053652797688394,0.05682618501330786,mae,0.4141220218969204,9,reg:linear,0.7994717576342886,gpu_hist,2.553629305417721,3.586307939874959
13,0.7527067752196984,0.04434116879353167,mae,0.2786521209480455,8,reg:linear,0.7484509247072934,gpu_hist,2.6016849864629594,3.558557162233684
14,0.6116618719228568,0.06349421072805687,mae,0.370601313904941,9,reg:linear,0.7216511959391813,gpu_hist,2.3352311720628007,3.422153811790143
15,0.819960510663762,0.051572453348623454,mae,0.9446689170495839,7,reg:linear,0.8243985819971571,gpu_hist,2.604387881455977,3.634749532694971
16,0.8252653687195268,0.07749238522378338,mae,0.3247125426353349,8,reg:linear,0.8518487228464295,gpu_hist,2.569641662135491,3.642084712039306
17,0.5507064916110508,0.06311209963582044,mae,0.6386753088436808,8,reg:linear,0.914155788551844,gpu_hist,2.5881229216869057,3.618170326929622
18,0.8221257109825031,0.09789937078922971,mae,0.14139534536259213,7,reg:linear,0.7502252758312178,gpu_hist,2.1952361795535453,3.082963921497694
19,0.5865351514232553,0.04043791984482743,mae,0.24399054921375896,8,reg:linear,0.8804163068523922,gpu_hist,2.5194869549457843,3.6081207153826584
20,0.8988337417897103,0.14752110578530295,mae,0.3012201974593147,8,reg:linear,0.8921335236194514,gpu_hist,2.5339245879394143,3.640082912282909
21,0.7527067752196984,0.04434116879353167,mae,0.2786521209480455,8,reg:linear,0.7484509247072934,gpu_hist,2.3582206855370447,3.404439171053968
22,0.5116296564804894,0.13912242225203553,mae,0.4509739058490173,7,reg:linear,0.9900408396795601,gpu_hist,2.5934801358259643,3.7387403265344266
23,0.819960510663762,0.051572453348623454,mae,0.9446689170495839,7,reg:linear,0.8243985819971571,gpu_hist,2.4820547952468575,3.5038145357268
24,0.8252653687195268,0.07749238522378338,mae,0.3247125426353349,8,reg:linear,0.8518487228464295,gpu_hist,2.5270418396509613,3.5765208128637402
25,0.5143750856805138,0.10274658563064265,mae,0.18122241679509266,6,reg:linear,0.9886684242627791,gpu_hist,2.5264454966856653,3.602697625110391
26,0.596136574423725,0.07090935617481432,mae,0.24459837442297117,5,reg:linear,0.8101388966250533,gpu_hist,2.604692916246561,3.6242029799235924
27,0.6400346820948016,0.08331071033802616,mae,0.4377192284389271,8,reg:linear,0.7336779980459828,gpu_hist,2.5645323924981636,3.5565363322892685
28,0.6053652797688394,0.05682618501330786,mae,0.4141220218969204,9,reg:linear,0.7994717576342886,gpu_hist,2.3770408059266894,3.486849874427255
29,0.8913002538688781,0.08364641123899878,mae,0.585427126850794,7,reg:linear,0.7433989672646772,gpu_hist,2.553019385099411,3.5397292929385986
30,0.9583336548340888,0.0513002545193486,mae,0.5774917479799208,6,reg:linear,0.8358168287351695,gpu_hist,2.429188020024563,3.4607457096199616
31,0.679753950286893,0.13673926660180902,mae,0.6976311959272649,5,reg:linear,0.9000300146337002,gpu_hist,2.4602902790766494,3.711504970636452
32,0.8363083529393841,0.12608850980568648,mae,0.9615739052538369,8,reg:linear,0.871250177893489,gpu_hist,2.8271584016689886,3.9673406007515095
33,0.7634884341779085,0.13059887143801455,mae,0.22836278387795184,5,reg:linear,0.818787585799431,gpu_hist,2.402193249720793,3.436194711604502
34,0.596136574423725,0.07090935617481432,mae,0.24459837442297117,5,reg:linear,0.8101388966250533,gpu_hist,2.386728869474851,3.396819091444678
